username,total_score,categ1,categ2,categ3,categ4,articles1,articles2,articles3,articles4,articles5,articles6,articles7,articles8,articles9,articles10
Jmcw37,811.0,CombatSports,FoodAndDrink,Music,Religion,"['Karate', 435]","['Isshin-ryū', 96]","['Kenpō', 80]","['Moni Aizik', 74]","['Oom Yung Doe', 69]","['Fondue', 67]","['Alphorn', 64]","['Aikido', 56]","['Kyokushin', 50]","['Shitō-ryū', 49]"
Jmh123,671.0,Media,Health,Entertainment,Philosophy,"['Clay Aiken', 403]","['Perez Hilton', 117]","['Michael Lucas (director)', 97]","['Lolicon', 92]","['Pedophile movement', 74]","['Child sexual abuse', 59]","['National Enquirer', 54]","['Kathy Griffin', 40]","['Editing of anime in distribution', 35]","['Tao Te Ching', 32]"
Jmh649,114.0,Health,,,,"['Anti-NMDA receptor encephalitis', 3]",,,,,,,,,
Jmlk17,963.0,Sports,Television,Fraternity,History,"['2007–08 Colorado Avalanche season', 385]","['2008 Stanley Cup playoffs', 290]","['Pi Kappa Alpha', 253]","['List of South Park episodes', 191]","['South Park', 172]","['Colorado Avalanche', 136]","['2007–08 NHL season', 128]","['Toilet', 122]","['Nirvana (band)', 120]","['2006–07 NHL season', 96]"
Jmount,349.0,Government,Politics,Elections,Biography,"['Speaker of the Australian House of Representatives', 6]","['Peter Slipper', 5]","['Kevin Rudd', 4]","['2011 New South Wales state election', 4]","[""Barry O'Farrell"", 3]","['2013 Australian federal election', 3]","['Australian House of Representatives', 3]","['Anna Burke', 2]","['Kristina Keneally', 2]","['John Robertson (politician, born 1962)', 2]"
Jmundo,832.0,People,Culture,Geography,History,"['Puerto Rico', 80]","['List of Puerto Ricans', 42]","['Luis Fortuño', 35]","['Sonia Sotomayor', 31]","['Afro–Puerto Ricans', 30]","['Filiberto Ojeda Ríos', 29]","['List of lighthouses in Puerto Rico', 26]","['Puerto Rican citizenship and nationality', 26]","['Pedro Albizu Campos', 23]","['Julia de Burgos', 23]"
Jnavas,490.0,Technology,Internet,Engineering,Information,"['Compact disc', 58]","['Wi-Fi', 15]","['Panasonic Lumix DMC-FZ8', 14]","['Zamazaan (racing sailboat)', 11]","['Parfocal lens', 10]","['CD-R', 9]","['Tethering', 8]","['Varifocal lens', 7]","['Zoom-lens reflex camera', 7]","['General Packet Radio Service', 7]"
Jnc,819.0,History,Military,Science,Society,"['Military Aviation Museum', 96]","['Multics', 56]","['History of the Internet', 43]","['House of Medici', 33]","['ARPANET', 31]","['Forty-seven rōnin', 23]","['Ralph Wigram', 21]","['Amber Room', 20]","['Internet', 19]","['2005 United States Grand Prix', 19]"
Jni,942.0,Philosophy,Politics,Economics,Law,"['Tenshin Shōden Katori Shintō-ryū', 47]","['Risuke Otake', 17]","['Nasdaq Helsinki', 14]","['Ninjutsu', 14]","['George W. Bush', 13]","['2004 Indian Ocean earthquake and tsunami', 12]","['Stephen K. Hayes', 11]","['Ko-ryū', 11]","['Donn F. Draeger', 11]","['List of economists', 9]"
Jniemenmaa,616.0,Government,Military,Geography,Culture,"['Finland', 27]","['Finnish Defence Forces', 23]","['Winter War', 19]","['Continuation War', 18]","['List of Finns', 17]","['Lapland (Finland)', 15]","['Lists of armoured fighting vehicles', 13]","['Finnish Army', 12]","['Finnish language', 11]","['History of Finland', 11]"
Jnk,587.0,Business,Education,Media,Psychology,"['Jonathan Tisch', 12]","['AP Psychology', 12]","['Tufts University', 11]","['Cogent Communications', 11]","['Loews Corporation', 10]","['ER', 8]","['PIN', 8]","['Foundry Networks', 7]","['Stafford, Connecticut', 6]","['Lorillard Tobacco Company', 6]"
Jnothman,727.0,Religion,Politics,Society,Other,"['Zionist youth movement', 74]","['Ten Commandments', 45]","['Habonim Dror', 28]","['List of Oceanian Jews', 20]","['Kaddish', 19]","['Bnei Akiva', 14]","['Shalom', 14]","['Hashomer Hatzair', 14]","['Ma Tovu', 13]","['Israeli system of government', 13]"
JoJan,,Biology,Nature,Lists,Science,"['List of Conus species', 436]","['Drillia', 286]","['Nassarius', 268]","['Terebra', 235]","['List of biologists', 218]","['Vexillum (gastropod)', 202]","['Mangelia', 189]","['List of Orchidaceae genera', 177]","['Raphitoma', 159]","['Rissoina', 155]"
JoJo,502.0,History,Geography,Transportation,Culture,"['Ayutthaya Kingdom', 81]","['Tak province', 19]","['Mae Sot district', 16]","['Sukhothai province', 9]","['Auto rickshaw', 7]","['Ping River', 5]","['Thailand', 5]","['Chao Phraya River', 5]","['Sukhothai Historical Park', 5]","['Free Thai Movement', 4]"
JoanneB,912.0,Biography,Media,Philosophy,Law,"['George W. Bush', 34]","['Personal branding', 31]","['The Salvation Army', 24]","['Adolf Hitler', 21]","['Wikipedia', 20]","['United States', 18]","['Budgerigar', 16]","['God', 16]","['Viv Nicholson', 16]","['Michael Jackson', 16]"
Joanofanarchy,145.0,Entertainment,Nature,Health,Lists,"['List of Degrassi: The Next Generation characters', 3]","['Hanson (band)', 2]","['Chronic Lyme disease', 2]","['Gold dust day gecko', 1]","['Bunnicula', 1]","['Madison, Wisconsin', 1]","['Degrassi', 1]","['Mongoose', 1]","['Meerkat', 1]","['Predation', 1]"
Joaquin,100.0,,,,,,,,,,,,,,
Jobe6,690.0,Music,List,People,,"['Terry Date', 45]","['Chris Cornell', 21]","['William Randolph', 20]","['Rarities and B-Sides (The Smashing Pumpkins album)', 18]","['Hunted Down', 18]","['Mind Funk', 18]","['Soundgarden', 17]","['List of bass guitarists', 15]","['Mind Funk (album)', 14]","['Every Good Boy Deserves Fudge', 13]"
Jock,437.0,Film,Entertainment,People,,"['AlloCiné', 43]","['Ritchie Blackmore', 18]","['Candice Night', 17]","['Beating Heart (film)', 16]","[""Women's Club (1936 film)"", 14]","['Marion Cotillard', 12]","['Carole Bouquet', 12]","[""Blackmore's Night"", 11]","['Joe Lynn Turner', 10]","['Dominique Laffin', 10]"
Jodmar,473.0,History,Society,Geography,,"['Kan Singh Parihar', 44]","['Jodhpur', 29]","['Ashok Gehlot', 24]","['Marwar', 15]","['Mandore', 14]","['List of people from Jodhpur', 5]","['Pratihara dynasty', 5]","['Ranakpur', 4]","['List of people from Rajasthan', 4]","['Laxmi Mall Singhvi', 3]"
JodyB,1081.0,Geography,Government,Education,NativeAmericansintheUnitedStates,"['Daphne, Alabama', 168]","['Alabama', 62]","['Guyana', 59]","['Baldwin County Board of Education', 50]","['Mobile, Alabama', 44]","['Spanish Fort High School', 42]","['Jose Compean', 41]","['Tim James (Alabama politician)', 31]","['Native Americans in the United States', 30]","['Daphne High School', 29]"
Jodykish,163.0,Film,Music,People,,"['Scarecrow (1973 film)', 5]","['Fingers (1978 film)', 2]","['Larry Kane', 2]","['Robert Forster', 1]","['Yusef Lateef', 1]","['American Perfekt', 1]","['Milt Jackson', 1]","['Chet Baker', 1]","['Albert Collins', 1]","['Albert Ayler', 1]"
Jodyw1,517.0,Technology,Entertainment,People,Fictionalcharacters,"['Brent Corrigan', 160]","['James Barnett (entrepreneur)', 30]","['Bryan Kocis', 23]","['Mass Effect (video game)', 15]","['Saren Arterius', 13]","['Star Trek: Legacy', 10]","['Paul Chitlik', 8]","['David Anderson (Mass Effect)', 7]","['List of Mass Effect characters', 6]","[""Kerry O'Quinn"", 4]"
Joe,100.0,,,,,,,,,,,,,,
Joe9320,516.0,Science,Culture,History,Geography,"['Uncyclopedia', 6]","['Amerigo Vespucci', 4]","['Polish notation', 3]","['Five Pillars of Islam', 3]","['Baptism', 3]","['China Human Rights Lawyers Concern Group', 3]","['Railways in Melbourne', 3]","['Names of Japan', 3]","['Luzon Empire', 2]","['List of volcanoes in Australia', 2]"
JoeSmack,724.0,Health,Psychology,Food,Society,"[""Lawrence Kohlberg's stages of moral development"", 304]","['HIV/AIDS', 282]","['HIV', 108]","['Alcoholism', 80]","['Psychotherapy', 80]","['Lawrence Kohlberg', 69]","['Barbecue sauce', 63]","['Arctic exploration', 60]","['Beef', 56]","['Encyclopædia Britannica', 55]"
JoeSperrazza,887.0,Technology,Health,Education,Food,"['List of TCP and UDP port numbers', 164]","['MedStar Health', 125]","['Aberdeen (disambiguation)', 118]","['Vegvísir', 58]","['Henrico County Public Schools', 43]","['Sunstone (medieval)', 37]","['Nadine Coyle', 36]","['Energy drink', 34]","['Pasty', 34]","['Elmer S. Gish School', 33]"
Joebeone,481.0,Entertainment,Technology,Politics,Education,"['Hyphy', 168]","['Mac Dre', 65]","['Voter-verified paper audit trail', 37]","['DRE voting machine', 33]","['Tina Fey', 26]","['Danah boyd', 25]","['Premier Election Solutions', 25]","['Mistah F.A.B.', 18]","['University of California, Berkeley', 17]","['Electronic voting', 17]"
Joeferret,146.0,Politics,,,,"['Larry Elder', 1]",,,,,,,,,
Joefromrandb,932.0,People,Entertainment,Sports,History,"['Teena Marie', 120]","['Roger Waters', 116]","['Yes (band)', 104]","['Kirk Douglas', 84]","['Glossary of North American horse racing', 80]","['Kim Davis', 69]","['Neil Peart', 67]","['List of All in the Family episodes', 61]","['Rick James', 56]","['Ernst Ziegler', 48]"
Joelr31,876.0,Geography,Nature,Society,Culture,"['Puerto Rico', 654]","['History of Puerto Rico', 259]","['Taíno', 138]","['Daddy Yankee', 125]","['Fauna of Puerto Rico', 99]","['Puerto Rican amazon', 94]","['Liger', 92]","['Jamaica', 89]","['Elfin woods warbler', 86]","['San Juan, Puerto Rico', 80]"
Joelster,530.0,Television,Film,Literature,Philosophy,"['Ed Sikov', 13]","['Six Thinking Hats', 11]","['Seinfeld', 11]","['Krystal Forscutt', 10]","['The Sims 2: Bon Voyage', 9]","['John Ilhan', 9]","['Riddells Creek', 9]","['George Costanza', 7]","['Pilot (Californication)', 5]","['Hills Hoist', 5]"
Joevanisland,337.0,Geography,Medical,Poetry,Aquariums,"['Victoria, British Columbia', 6]","['Medical assistant', 3]","['Limerick (poetry)', 2]","['BC Ferries', 2]","['Red-eared slider', 1]","['Aquarium', 1]","['The Catcher in the Rye', 1]","['Ritu Beri', 1]","['Dactyl (poetry)', 1]","['Scream (1996 film)', 1]"
Jogers,713.0,Geography,Music,Politics,History,"['Kraków', 28]","['List of performances on Top of the Pops', 22]","['Kult (band)', 21]","['Jarosław Kaczyński', 17]","['Lech Kaczyński', 17]","['The Covers Record', 17]","['Mariusz Pudzianowski', 17]","['Maria Peszek', 16]","[""Without You I'm Nothing"", 14]","['Cat Power', 14]"
Jogloran,630.0,Technology,Programming,Literature,Food and drink,"['Ruby (programming language)', 15]","['St-connectivity', 12]","['Sharp Zaurus', 8]","['Friedman test', 6]","['Colleen McCullough', 6]","['Rebibbia', 5]","['C Sharp (programming language)', 5]","['Hibari Misora', 5]","['William S. Burroughs', 5]","['Dim sum', 5]"
Johan,100.0,,,,,,,,,,,,,,
Johann,100.0,,,,,,,,,,,,,,
John,,People,Art,Government,Health,"['Trinity Chain Pier', 941]","['Vincent van Gogh', 606]","['Margaret Thatcher', 578]","['Harold Strachan', 518]","['Celtic F.C.', 390]","['Robert Black (serial killer)', 329]","['Warrick Sony', 328]","['Lou Reed', 290]","['Hainan Island incident', 263]","['Robert M. Bond', 261]"
John Quincy Adding Machine,656.0,Politics,Law,Government,Society,"['Czech Republic', 112]","['Hungary–Slovakia relations', 60]","['Czech passport', 56]","['Czech nationality law', 37]","['Hollingsworth v. Perry', 31]","['Multiple citizenship', 29]","['Australian passport', 26]","['Australians', 25]","['Czechoslovakia', 25]","['Rent (musical)', 25]"
John Vandenberg,1086.0,Military,Education,Health,Science,"['List of multiple Paralympic gold medalists at a single Games', 82]","['Chenpeng Village Primary School stabbing', 72]","['Phineas Gage', 65]","['Australia at the 1996 Summer Paralympics', 65]","['W. H. R. Rivers', 52]","['Tom Van Flandern', 44]","['Erich Feigl', 39]","['Bakers Delight', 36]","['Excellence in Research for Australia', 32]","['OSI model', 32]"
John24601,612.0,Health,Nursing,Television,Medicine,"['Cardiac arrest', 32]","['Nursing in the United Kingdom', 18]","['Deal or No Deal (British game show)', 10]","['Casualty (TV series)', 9]","['Consultant (medicine)', 7]","['Holby City', 6]","['Cardiopulmonary resuscitation', 5]","['Nurse', 5]","['Nurse anesthetist', 4]","['AVPU', 3]"
John254,892.0,Health,Business,Science,Society,"['Masturbation', 31]","['Eric Lerner', 29]","['Effects of pornography', 27]","[""Castleberry's Food Company"", 24]","['Biotechnology in pharmaceutical manufacturing', 17]","['Great Depression', 17]","['Pornography', 16]","['Digital phase converter', 16]","['Genetically modified food', 16]","['Sex-positive movement', 15]"
JohnCD,1189.0,People,Education,Technology,Nature,"['Rohit (name)', 46]","[""St Michael's College, Dublin"", 23]","['Sandford Park School', 21]","['Satellite Spies', 13]","['Input device', 13]","['Ryan (given name)', 12]","['June 3', 11]","[1996, 11]","['Scania goose', 11]","[""St Edward's School, Oxford"", 10]"
JohnChrysostom,713.0,Religion,Philosophy,Other,History,"['English Standard Version', 163]","['Genesis creation narrative', 111]","['Books of the Bible', 71]","['Abrahamic religions', 55]","['Mohammedan', 51]","['Second Council of Ephesus', 35]","['Universalism', 34]","['Nontrinitarianism', 30]","['Liberal Christianity', 26]","['Mormon missionary', 25]"
JohnFromPinckney,854.0,Entertainment,Music,Lists,Culture,"['Rihanna albums discography', 453]","['Love the Way You Lie', 396]","['Last Girl on Earth', 328]","['Only Girl (In the World)', 221]","['Drake singles discography', 183]","['Rihanna', 159]","['Rude Boy (Rihanna song)', 157]","['Rated R (Rihanna album)', 155]","['Pop icon', 149]","['Kanye West albums discography', 147]"
JohnHWiki,722.0,Technology,Information,Internet,Other,"['Cignal', 90]","['QuickTime', 12]","['MacOS', 12]","['Don Bosco Academy, Pampanga', 12]","['VMware Fusion', 8]","['SM Seaside City', 8]","['Sharman Networks', 7]","['Mac OS X Leopard', 6]","['Safari (web browser)', 6]","['AOL Radio', 5]"
JohnHistory,402.0,Politics,History,Military,Economy,"['Wehrmacht', 58]","['Anita Dunn', 20]","['Van Jones', 19]","['Manfred von Richthofen', 18]","['LSD', 11]","['Fascism', 10]","['Bill Ayers', 10]","['Flight and expulsion of Germans (1944–1950)', 6]","['Bay of Pigs Invasion', 5]","['Human penis size', 4]"
JohnWBarber,701.0,Arts,Literature,Concepts,Lists,"['List of foods named after places', 122]","['2010 in poetry', 110]","['2009 in poetry', 104]","['List of Danish poets', 86]","['2008 in poetry', 56]","['1996 in poetry', 53]","['Everybody Draw Mohammed Day', 50]","['2007 in poetry', 44]","['JournoList', 44]","['Popular cat names', 40]"
JohnWittle,518.0,History,Politics,Entertainment,Science,"['GameRanger', 13]","['50 Cent', 6]","['Law of attraction (New Thought)', 6]","['Republican Party (United States)', 5]","[""EBaum's World"", 5]","['Aubrey Haynie', 5]","['Societal attitudes toward homosexuality', 4]","['Xbox 360', 3]","['Principal (education)', 3]","['Wikipedia', 3]"
Johnbod,,Art,History,Culture,Concepts,"['Italian Renaissance sculpture', 630]","['Sculpture', 627]","['St Cuthbert Gospel', 590]","['Medieval art', 522]","['Dutch Golden Age painting', 507]","['Sandro Botticelli', 503]","['Donatello', 476]","['Raphael', 437]","['Royal Gold Cup', 432]","['Life of Buddha in art', 432]"
Johnfos,797.0,Energy,Environment,Science,Society,"['Renewable energy commercialization', 1109]","['Anti-nuclear movement', 930]","['Renewable energy', 925]","['Anti-nuclear movement in the United States', 693]","['Anti-nuclear movement in Australia', 423]","['List of onshore wind farms', 358]","['Renewable energy in the United States', 331]","['Renewable energy in Australia', 302]","['Wind power in Texas', 301]","['List of photovoltaic power stations', 290]"
Johnleemk,1001.0,Politics,Business,Entertainment,Culture,"['Ketuanan Melayu', 296]","['Coca-Cola', 108]","['Theodore Roosevelt', 91]","['The Beatles', 86]","['Article 153 of the Constitution of Malaysia', 83]","['Singapore', 53]","['Parliament of Malaysia', 53]","['Firefox', 52]","['Yesterday (song)', 51]","['Malaysia', 50]"
Johnlp,883.0,Sports,Lists,People,Entertainment,"['List of New South Wales representative cricketers', 361]","['List of Cambridge University Cricket Club players', 325]","['List of Kent County Cricket Club players', 276]","['List of Queensland first-class cricketers', 235]","['List of Oxford University Cricket Club players', 148]","['List of Warwickshire County Cricket Club players', 127]","['List of Surrey County Cricket Club players', 123]","['List of Somerset County Cricket Club players', 98]","['List of Tasmanian representative cricketers', 97]","['List of Leicestershire County Cricket Club players', 85]"
Johnman239,514.0,Nature,Education,Technology,Science,"['Carrot Top', 8]","['Fairfield High School (New South Wales)', 7]","['Ciccone', 2]","['Socrates', 2]","['File locking', 2]","['Mosquito', 2]","['List of Avatar: The Last Airbender characters', 2]","['Meissner effect', 2]","['McDonnell Douglas F-4 Phantom II', 2]","['Eucalyptus', 1]"
Johnny,102.0,Internet,Other,,,"['LambdaMOO', 1]",,,,,,,,,
JohnnyAlbert10,644.0,Geography,Government,Transportation,Lists,"['State Route 1002 (Lehigh County, Pennsylvania)', 225]","['Pennsylvania Route 145', 115]","['Bethlehem Pike', 107]","['U.S. Route 322', 88]","['Pennsylvania Route 115', 77]","['Pennsylvania Route 222', 76]","['Pennsylvania Route 65', 62]","['Pennsylvania Route 73', 61]","['Pennsylvania Route 191', 42]","['Interstate 355', 38]"
JohnnyB256,657.0,Business,Law,History,Society,"['Bernie Madoff', 81]","['Max Yasgur', 73]","['Sholam Weiss', 58]","['Naked short selling', 57]","['Borscht Belt', 41]","['Sam Yasgur', 35]","['Elliot Tiber', 34]","['Poughkeepsie, New York', 34]","['Bethel, New York', 33]","['Michael Milken', 32]"
JohnnyBGood,589.0,Sports,Technology,News,Transportation,"['San Jose Grand Prix', 66]","['San Jose Earthquakes', 41]","['IPod Shuffle', 36]","['Altamont Motorsports Park', 22]","['Atreyu (character)', 21]","['2007 San Jose Grand Prix at Redback Raceway', 21]","['Champ Car Mont-Tremblant 07', 18]","['2008 Fortune Market 250', 18]","['Virginia Tech shooting', 16]","['Interstate 605', 15]"
