,username,total_score,categ1,categ2,categ3,categ4,idx_PV
4552,Laurascudder,695.0,History,Education,Technology,Women's Studies,2151.0
4553,Laurinavicius,640.0,History,Literature,Wars,Geography,380.0
4554,Law,813.0,Entertainment,Travel,Legal,Lifestyle,705.0
4555,Lawlore,432.0,Sports,Media,Music,Food,5643.0
4556,Lawrence,100.0,,,,,
4557,Lawrencekhoo,857.0,Economy,Business,Law,History,1110.0
4558,Lazulilasher,944.0,Culture,History,Geography,People,828.0
4559,Lbbzman,709.0,People,Entertainment,Sports,Education,4117.0
4560,Lbmixpro,129.0,,,,,2839.0
4561,Lcarsdata,531.0,Literature,Geography,Technology,Nature,4529.0
4562,Lcsrns,513.0,Politics,Media,Society,People,4921.0
4563,Ld,771.0,Music,Education,Geography,Health,7391.0
4564,Ldingley,512.0,Government,History,Conflict,Culture,4573.0
4565,Ldvnsx,142.0,Sports,Entertainment,Music,Technology,4638.0
4566,LeCour,140.0,,,,,2331.0
4567,LeadSongDog,914.0,Science,Medicine,Environment,Transportation,7359.0
4568,Leahtwosaints,615.0,Entertainment,Music,People,Arts,5351.0
4569,Leaky,100.0,,,,,
4570,LeaveSleaves,865.0,Entertainment,Sports,People,Culture,3986.0
4571,Lecen,623.0,History,Government,Military,Geography,5145.0
4572,Lectonar,1195.0,Time,Entities,Nature,Universe,614.0
4573,Lectrice007,160.0,People,Concepts,Information,Philosophy,7254.0
4574,LedgendGamer,804.0,Internet,Technology,Art,Society,2740.0
4575,Lee,526.0,Education,People,Places,History,
4576,LeeHunter,641.0,Politics,Health,Religion,Science,4602.0
4577,Leebo,918.0,Entertainment,Games,Internet,Sports,1455.0
4579,Leeboyge,270.0,Concepts,Entertainment,,,7063.0
4580,Leflyman,718.0,Entertainment,History,Society,Knowledge,2069.0
4581,LeftCoastMan,313.0,Nature,Health,History,Science,4611.0
4582,LegCircus,616.0,Politics,Economy,Society,Law,5990.0
4583,Legionarius,679.0,Geography,Entertainment,History,Lists,5594.0
4584,Lego3400,520.0,Culture,People,Entertainment,Concepts,7152.0
4585,Legoktm,1300.0,Sports,Business,Labor,Education,587.0
4586,Legolas2186,826.0,Music,Entertainment,Art,Other,2280.0
4587,Legolost,464.0,Technology,Science,Media,Sociology,1546.0
4588,Leibniz,602.0,Philosophy,Literature,Logic,History,6765.0
4589,Leibovits,212.0,Law,Culture,Media,Politics,5871.0
4590,Leidiot,676.0,Government,Sports,Society,Education,1058.0
4591,Leif,611.0,Art,Technology,International Relations,People,7287.0
4592,Leifern,746.0,History,Health,Society,Religion,2081.0
4593,Leithp,931.0,Military,Government,Geography,History,1157.0
4594,Leki,562.0,Communication,Entertainment,Information,Technology,
4595,Leland,540.0,Language,Law,Entertainment,Technology,
4596,LemonTwinkle,104.0,,,,,2033.0
4597,Lemonflash,680.0,Sports,Crime,Culture,Media,569.0
4598,Lenticel,917.0,People,Culture,Business,Animals,538.0
4599,Lentower,810.0,Technology,Information,Knowledge,Other,5876.0
4600,LeoFrank,1200.0,Transportation,Places,Economy,Business,
4601,Leoboudv,863.0,History,Culture,Concepts,Society,5540.0
4602,Leolisa1997,103.0,,,,,4533.0
4603,Leon,113.0,Entertainment,,,,
4604,LeonWeber,129.0,,,,,4989.0
4605,Leonard^Bloom,941.0,Politics,History,Culture,Education,1225.0
4606,Leprechaun99,123.0,,,,,6006.0
4607,Lerdthenerd,877.0,Entertainment,Media,Lists,Concepts,2938.0
4608,Lesfer,701.0,Entertainment,Comics,Sports,Science Fiction,2915.0
4609,LesleyW,571.0,Technology,Internet,Media,Culture,6881.0
4610,Lesnail,730.0,Mathematics,Music,Philosophy,Politics,4776.0
4611,LestatdeLioncourt,612.0,Health,Religion,Psychology,Society,7319.0
4612,Leszek,15.0,History,Government,Military,Geography,
4613,Lethaniol,636.0,Literature,Education,Genetics,Sports,2552.0
4614,Lethargy,624.0,Religion,Geography,Sports,Culture,6700.0
4615,Lethe,744.0,Mathematics,Quantum Physics,Philosophy,Science,1011.0
4616,Letsdrinktea,100.0,,,,,1499.0
4617,Lettik,300.0,People,Media,Social Issues,Nature,5975.0
4618,Leujohn,739.0,Education,History,Video Games,Mythology,936.0
4619,Lexi Marie,757.0,Concepts,Language,Entities,Entertainment,
4620,Lexicon,927.0,Law,Communication,Government,Society,3422.0
4622,Lexiphyxia,376.0,Nature,Animals,People,History,
4623,Leyo,930.0,Environment,Chemistry,Health,Technology,1405.0
4624,LeyteWolfer,843.0,Business,People,Science,Society,4399.0
4625,LiberalFascist,105.0,Other,,,,1997.0
4626,Libertyville,561.0,Education,Government,Society,Sports,5670.0
4627,Lid,848.0,Entertainment,Sport,List,History,3494.0
4628,Liempt,536.0,Mathematics,Religion,Literature,Art,1616.0
4629,Liface,749.0,Education,Culture,Sports,Technology,6210.0
4630,Lifebaka,932.0,Entertainment,Gaming,Culture,Society,2074.0
4631,Lifefeed,589.0,Literature,Web,Media,Art,7097.0
4632,Lifeisunfair,103.0,,,,,3256.0
4633,Liftarn,882.0,Politics,Society,Technology,Transportation,7107.0
4634,Light,100.0,,,,,
4635,LightGreenApple,102.0,,,,,4866.0
4636,Lightdarkness,812.0,Entertainment,Religion,Sexuality,Society,652.0
4637,Lightmouse,623.0,Geography,History,People,,3463.0
4638,Lights,742.0,Universe,Geography,Nature,Food and drink,
4639,Ligulem,744.0,Engineering,Information,Science,,751.0
4640,LikeLakers2,818.0,Culture,Language,Lists,Other,4677.0
4641,Likeminas,621.0,History,Military,Politics,Society,1482.0
4642,Lil-unique1,1058.0,Entertainment,Music,People,Pop culture,4544.0
4643,Lima,587.0,Religion,Society,Time,Univerese,6768.0
4644,Limegreen,667.0,Health,Medicine,Psychology,Science,4932.0
4645,Limeheadnyc,603.0,Culture,Law,Medicine,Politics,4240.0
4646,Limin8tor,276.0,People,Philosophy,Entertainment,History,5849.0
4647,Linas,765.0,Mathematics,Science,Technology,Information,5961.0
4648,Lincher,728.0,People,History,Military,Politics,6670.0
4649,Lindentree,432.0,Culture,Society,Media,Lists,6749.0
4650,LindsayH,867.0,Education,Geography,History,Other,1446.0
4651,Ling.Nut,,History,Nature,Universe,Knowledge,
4652,Lingeron,456.0,Concepts,Philosophy,Politics,Society,2690.0
4653,Linguisticgeek,784.0,Language,Culture,People,History,6554.0
4654,Linkofazeroth,542.0,Geography,Science,Entertainment,Media,7078.0
4655,Linshee,778.0,Education,History,Culture,Geography,
4656,Linuxbeak,,Technology,History,Military,Government,
4657,Linuxerist,555.0,Technology,Entertainment,History,Lists,1236.0
4658,Linzer2002,108.0,,,,,5586.0
4659,Lion,100.0,,,,,
4660,Lionelt,818.0,Politics,Religion,Mass media,Society,3337.0
4661,Lionmadness,,Entertainment,Music,Television,People,
4662,LiquidGhoul,630.0,Nature,Science,Biology,Geography,4121.0
4663,Liquidluck,776.0,Entertainment,Culture,Media,People,1708.0
4664,Lir,594.0,History,Philosophy,Astronomy,Military,3741.0
4665,Lisasmall,,Crime,Law,Government,Politics,
4666,LiteralKa,726.0,Internet,Society,Culture,Other,5658.0
4667,Literaturegeek,763.0,Health,Medicine,Psychology,Concepts,1570.0
4668,Lithistman,,Sports,History,People,Entertainment,
4669,LittleBenW,506.0,Technology,Internet,Computer Science,Engineering,7355.0
4670,LittleOldMe,805.0,Geography,Entertainment,Nature,People,4346.0
4671,LittleTony,338.0,History,Military,Religion,Society,4693.0
4672,Littlealien182,,Culture,Other,Music,Education,
4673,Littledanno,254.0,Entertainment,Film,Color,Business,6689.0
4674,Littleteddy,627.0,History,Australia,Geography,Government,3611.0
4675,Liveste,,Sports,New Zealand,Culture,People,
4676,Livitup,882.0,Health,Television,Education,Religion,1871.0
4677,LizardWizard,690.0,Human Behavior,Medicine,Anatomy,Society,6992.0
4678,Llama,133.0,Culture,Law,Entertainment,Philosophy,
4679,LlamaAl,906.0,Sports,,,,1015.0
4680,Llywrch,,History,Lists,Government,Society,
4681,Lmc169,493.0,Technology,Engineering,Entertainment,Nature,3077.0
4682,Lmcelhiney,620.0,Entertainment,Architecture,Health,Information,3273.0
4683,Lobojo,589.0,Religion,Philosophy,Politics,Society,3841.0
4684,Localzuk,745.0,Science,Technology,Culture,Mass media,2438.0
4685,Location,,History,Sports,Time,Government,
4686,Locke,0.0,,,,,
4687,Lockeownzj00,615.0,Entertainment,Concepts,Music,Technology,6371.0
4688,Lofty abyss,960.0,Entertainment,Health,Science,Sports,
4689,Logan,1192.0,Technology,Entertainment,Culture,Humanities,742.0
4690,Loganberry,,Sports,Geography,People,Entertainment,
4691,Logical,105.0,Philosophy,,,,
4692,Logicwiki,668.0,Education,People,Government,Geography,4388.0
4693,Logologist,590.0,History,Humanities,Lists,Literature,5254.0
4694,Logos,633.0,Science,History,Politics,Philosophy,
4695,Logos5557,104.0,,,,,5958.0
4696,Loiseaulybre,810.0,History,Military,Engineering,Culture,
4697,Lokyz,,,,,,
4698,Lokyzz,,Geography,History,Military,Society,
4699,Lollipop,526.0,Science,Nature,Technology,Universe,
4700,Lommer,629.0,Military,Aviation,Geography,Sports,4230.0
4701,Lomn,715.0,Business,Sports,Information,Entertainment,2595.0
4702,Londoneye,480.0,Geography,Education,People,Culture,2397.0
4703,Londonfella,,Sports,People,Entertainment,Other,
4704,LonelyBeacon,844.0,Education,Lists,Sports,Society,2566.0
4705,LonelyMarble,660.0,Geography,Religion,Lists,Sports,4274.0
4706,Longbow4u,538.0,Government,History,Military,Law,5440.0
4707,Longhair,,Crime in Society,People,Prison,Law,
4708,Looie496,,,,,,
4709,Loom91,667.0,Science,Mathematics,Philosophy,Entertainment,6105.0
4710,Loonymonkey,824.0,Politics,Media,Legal issues,Society,5090.0
4711,Looper5920,901.0,Military,List,Technology,,534.0
4712,LordKenTheGreat,426.0,Education,Internet,Competition,Site,4313.0
4713,LordNasher,215.0,Entities,,,,6941.0
4714,LordPiratez,268.0,History,People,Geography,Sports,7019.0
4715,LordRM,504.0,Geography,Law,Entertainment,Technology,6093.0
4716,LordViD,651.0,Mass media,Military,Internet,Philosophy,1288.0
4717,Lordkazan,574.0,Health,Government,Law,Other,6341.0
4718,Lordkinbote,620.0,History,Transportation,Society,Nature,3196.0
4719,Lordmontu,647.0,Education,People,Sports,Society,6367.0
4720,Loren36,872.0,Geography,History,Politics,Society,
4721,LoriLee,,Art,Entertainment,People,Science,
4722,Lost,106.0,Technology,Lists,,,
4723,Lostintherush,105.0,Education,Geography,,,312.0
4724,Lostkiwi,509.0,Culture,Military,Government,Food and drink,2675.0
4725,Lostvalley,,Geography,Transportation,Society,Nature,
4726,Lothar,100.0,,,,,
4727,Lou,103.0,,,,,
4728,LouI,624.0,History,Government,People,Society,6994.0
4729,LouriePieterse,811.0,Military,Mass media,Entertainment,Nature,2897.0
4730,LoveMonkey,713.0,Religion,Philosophy,History,Other,4380.0
4731,LoveUxoxo,542.0,Accidents and disasters,Politics,Internet,Lists,5888.0
4732,Lovecoconuts,301.0,,,,,6385.0
4733,LovesMacs,714.0,Health,Culture,Literature,Religion,3332.0
4734,Lovetinkle,,People,Food and drink,Science,Technology,
4735,Lowellian,908.0,Entertainment,Sports,Education,Knowledge,2201.0
4736,Lowercase,505.0,Transportation,History,Art,Music,7213.0
4737,Lowkeyvision,434.0,Concepts,Culture,Law,Military,6032.0
4738,Lquilter,869.0,Humanities,Society,Women,Other,4546.0
4739,Lradrama,,Entertainment,Sports,People,History,
4740,Lst27,522.0,Politics,Law,Education,Other,439.0
4741,LtWinters,458.0,Military,History,Health,Society,3367.0
4742,LuK3,1202.0,Entertainment,Media,Society,Human Behavior,1452.0
4744,LucasVB,716.0,Entertainment,Information,Internet,Mathematics,
4745,Lucasbfr,100.0,,,,,1027.0
4746,Lucasbunchi,,Music,Entertainment,Technology,Culture,
4747,LucerneWorker,130.0,Entertainment,Technology,Lists,Other,4056.0
4748,Lucid,668.0,Technology,Internet,Knowledge,Science,2272.0
4749,LuciferMorgan,835.0,Music,Culture,Politics,History,3479.0
4750,Lucky,100.0,,,,,
4751,Lucky102,817.0,Sports,Government,Society,Time,2497.0
4752,LuckyLittleGrasshopper,507.0,,,,,5162.0
4753,LuckyLouie,,Technology,Concepts,Nature,Culture,
4754,Luckyherb,554.0,Entertainment,People,Sports,History,4424.0
4755,Luckytoilet,307.0,Mathematics,Internet,Economy,Nature,7343.0
4756,Lucy-marie,716.0,Mass media,Crime,Politics,Society,5698.0
4757,Ludahai,676.0,Sports,Geography,Events,Other,6783.0
4758,Ludraman,,Education,Culture,Food and drink,Technology,
4759,Luffy487,668.0,Science,Animals,Biology,Other,6836.0
4760,Lugnad,685.0,History,Military,Transportation,Geography,5940.0
4761,Luiganasi,,Geography,Lists,Engineering,Materials,
4762,Luigi30,732.0,People,Politics,Internet,Entertainment,2659.0
4763,Luigizanasi,716.0,,,,,4584.0
4764,Luis,,Society,Mass media,Culture,Other,
4765,Luis1972,368.0,Entertainment,Geography,History,People,3441.0
4766,Luk,1149.0,Politics,Entertainment,Culture,Internet,1307.0
4767,LukasPietsch,639.0,Humanities,Language,History,Society,3088.0
4768,Luke,522.0,Military,Government,History,Technology,
4769,LukeTheSpook,792.0,Entertainment,Sports,Culture,Society,1458.0
4770,Lukejon1995,268.0,Fiction,Science,History,Universe,6735.0
4771,Lukeno94,130.0,People,Sports,Geography,Other,3768.0
4772,Lulu,146.0,Philosophy,Health,Culture,Religion,
4773,Luminifer,616.0,Music,Food and drink,Literature,Culture,6739.0
4774,Luna,100.0,,,,,
4775,Lunakeet,624.0,Entertainment,Nature,Lists,Knowledge,3950.0
4776,Lupin,873.0,Academic disciplines,Technology,Culture,Geography,2567.0
4777,Lupo,907.0,History,Nature,Law,People,1599.0
4778,LurkingInChicago,602.0,Architecture,Economy,Society,Landmarks,6068.0
4780,Lustead,522.0,Politics,War,Conflict,International Relations,2928.0
4781,Lustralaustral,,Entertainment,People,Media,Literature,
4782,Lvhis,527.0,China,Law,Science,Academia,5211.0
4783,Lvklock,644.0,History,Geography,Culture,Government,4847.0
4784,Lwarf,104.0,,,,,3178.0
4785,Lycaon,623.0,Nature,Education,Travel,Society,6675.0
4786,Lyellin,,Education,Sports,Media,People,
4787,Lyght,581.0,Society,Entertainment,Information,Lists,
4788,Lympathy,690.0,Sports,Technology,Entertainment,Nature,3096.0
4789,Lysy,712.0,History,Government,Society,Military,2082.0
4790,Lzur,461.0,Geography,Technology,Entertainment,Culture,5259.0
4791,M,100.0,,,,,
4792,M'encarta,757.0,History,People,Politics,Other,3516.0
4793,M.K,722.0,History,Government,Society,Culture,2295.0
4794,M.O.X,1045.0,Business,Communication,History,Politics,2070.0
4795,M.nelson,794.0,Geography,Business,Sports,Nature,4679.0
4796,M1ss1ontomars2k4,808.0,Technology,Education,Entertainment,Concepts,1392.0
4797,M3tal,108.0,Religion,Culture,Architecture,Other,
4798,M7,552.0,Music,Culture,Geography,History,4499.0
4799,MARMOT,268.0,People,Business,Science,Society,4044.0
4800,MBK004,1001.0,Science,History,Military,Technology,533.0
4801,MBisanz,1087.0,Education,Law,Organizations,Society,65.0
4803,MC,107.0,Culture,People,,,
4804,MC10,,History,Society,Science,Philosophy,
4805,MCB,863.0,Travel,Entertainment,Health,Nature,2195.0
4806,MDCollins,762.0,Arts,Entertainment,People,Sports,
4807,MDP23,975.0,Education,Government,Business,Entertainment,
4808,MER-C,,Space,Economy,Internet,Information,
4809,MESJ,115.0,Culture,,,,5320.0
4810,MGA73,701.0,Social software in education,Religion,Technology,Nature,5405.0
4811,MIDI,1144.0,Society,Events,People,Communication,
4812,MITB,124.0,Entertainment,Business,Politics,Other,
4813,MJ94,878.0,People,Economy,Entertainment,History,851.0
4814,MJCdetroit,729.0,Geography,People,Government,Society,2107.0
4815,MLA,620.0,Lists,Culture,Health,Mass media,501.0
4816,MLaub,,Entertainment,People,Concepts,Technology,
4817,MLauba,,,,,,
4818,MMAfan2007,491.0,Sports,People,Entertainment,Military,6633.0
4819,MONGO,1039.0,Nature,History,Politics,Science,9.0
4820,MPD01605,634.0,Geography,Transportation,Government,Education,6558.0
4821,MPF,856.0,Nature,Food and drink,Concepts,Lists,5981.0
4822,MPerel,,Religion,Culture,Education,Philosophy,
4823,MRSC,859.0,Geography,Transportation,Entities,Society,4345.0
4824,MSGJ,1212.0,Geography,Lists,History,Technology,839.0
4825,MSJapan,775.0,Religion,History,Society,Other,2639.0
4826,MSTCrow,654.0,Politics,Economy,Mass media,Nature,2746.0
4827,MVOO,,People,Entertainment,Law,History,
4828,MWACHTENDONK,116.0,Business,Technology,,,7468.0
4829,MWOAP,109.0,,,,,1335.0
4830,MZMcBride,,Politics,Law,Media,War,
4831,Maayanh,422.0,Science,Technology,Military,Physics,6422.0
4832,Mabdul,,Internet,Software,Lists,Technology,
4833,Mabm,333.0,Entertainment,People,Culture,Fashion,7456.0
4834,MacGyverMagic,1034.0,Entertainment,People,Media,Other,778.0
4835,MacMed,783.0,Music,Film,Health,Gaming,1430.0
4836,MacRusgail,,Sports,History,Geography,Culture,
4837,Macedonia,533.0,Entities,Language,Geography,Religion,6910.0
4838,Mackensen,1021.0,Transportation,Business,Technology,History,183.0
4839,Maclean25,909.0,Politics,Geography,Lists,Society,1822.0
4840,Macrakis,905.0,Food and drink,Concepts,Culture,Knowledge,5397.0
4841,Macromonkey,,Concepts,Health,People,Philosophy,
4842,Macropode,422.0,Nature,Animals,Science,History,5746.0
4843,Macy,844.0,Entertainment,Culture,Geography,Business,588.0
4845,MadCow257,634.0,Technology,Internet,Economy,Lists,6623.0
4846,Madchester,,Entertainment,People,Society,Events,
4847,Madcoverboy,926.0,Academic disciplines,History,Technology,Education,4062.0
4848,Madd4Max,362.0,Health,Internet,Philosophy,Society,7042.0
4849,Maddie!,631.0,Politics,Entertainment,Nature,Science,4050.0
4850,Madman,,Culture,Entertainment,Military,People,
4851,Madman2001,746.0,History,Humanities,Life,Sociology,3770.0
4852,Madyasiwi,246.0,Religion,Science,Time,Universe,3689.0
4853,Maedin,104.0,,,,,730.0
4854,Maestrosync,,Arts,Communication,Entertainment,Information,
4855,Magalhães,591.0,Geography,Government,History,Society,3998.0
4856,Magicalsaumy,566.0,Culture,Language,Philosophy,Religion,5905.0
4857,Magiciandude,1052.0,Arts,Business,Entertainment,Knowledge,7140.0
4858,Magnoliahoward,526.0,Education,Politics,History,Society,
4859,Magog,100.0,,,,,
4860,Magpie1892,420.0,Entertainment,People,Sports,Culture,5119.0
4861,Mahagaja,1074.0,Culture,Language,People,Society,
4862,Mahanga,920.0,Geography,Health,Internet,Society,6042.0
4863,Mahewa,636.0,Education,Health,Lists,Technology,2810.0
4864,Maidahl,,History,Lists,Other,,
4865,Mail2amitabha,607.0,Education,Government,Military,People,1270.0
4866,Mainemainer,111.0,,,,,6719.0
4867,Mairi,673.0,Gender,Lego,List,Religion,4977.0
4868,Majoreditor,719.0,History,Religion,Society,Geography,42.0
4869,Majorly,1058.0,Culture,Entertainment,Geography,Lists,15.0
4870,Makalp,664.0,Districts,Entities,Geography,Government,4882.0
4871,Makecat,990.0,Geography,Lists,Technology,Other,2148.0
4872,Makemi,,Music,History,Arts,Entertainment,
4873,Makuro,173.0,Culture,Technology,Government,Military,7161.0
4874,Malber,620.0,Media,Education,Internet,Sports,1012.0
4875,Malc82,710.0,History,Economy,Geography,Society,6930.0
4876,Malcolm,986.0,Gaming,Animals,Fictional characters,Sports,2282.0
4877,MalcolmGin,,Health,People,Lists,Philosophy,
4878,Malcolmxl5,1300.0,Sports,Politics,Culture,People,817.0
4879,Male1979,718.0,Technology,History,Science,Society,6698.0
4880,Malevious,673.0,Media,Entertainment,Fictional characters,Celebrities,2574.0
4881,Malfidus,,,,,,
4882,Malick78,766.0,History,Government,Religion,People,5449.0
4883,MalikCarr,528.0,Technology,Military,Sports,Lists,4282.0
4884,Malinaccier,1180.0,Literature,Food and drink,Entertainment,Society,7.0
4885,Mallanox,742.0,,,,,1432.0
4886,Mallarme,519.0,Philosophy,Religion,History,Society,6503.0
4887,Malleus,184.0,Law,Economy,Mass media,Entertainment,
4888,Mallocks,574.0,,,,,6110.0
4889,Mallonox,,Culture,Health,Media,Sports,
4890,Malo,,History,Science,People,Media,
4891,Malocks,,Media,Music,Politics,Arts,
4892,Maltesedog,712.0,Geography,Education,Government,Culture,7393.0
4893,Maltmomma,583.0,Lists,People,Culture,Sports,3957.0
4894,Mandarax,,Arts,People,History,Humanities,
